post_id,one_comment_id,author,content,time,ip
1,5,"Svrean_120
",跟是不是反战或者反战败没什么关系了，基本上就是指着日本人的劣根性骂了。你可以理解为对着发动战争的内生因素和机制开喷，从骂日本人自己来说挺好的，这个发表归根结底一句话，日本人不行，再这样下去迟早药丸。,25-10-12,来自湖北
post_id,one_comment_id,author,content,time,ip
2,1,"学学菜刀
",确实。,25-10-12,来自四川
post_id,one_comment_id,author,content,time,ip
9,12,三好青年的星北,一笔写不出两个塔利班[嘻嘻],25-10-13,来自四川
post_id,one_comment_id,author,content,time,ip
6,1,"I艳阳高赵I
",[doge],25-10-13,来自辽宁
6,1,"种花小能手噢
",50UAD,25-10-13,来自上海
6,1,"熊猫猫圆滚滚
",[笑而不语],25-10-13,来自山东
6,1,"荆溪小厨
",,25-10-13,来自上海
6,1,玄门羽衣李云心,别被国内b价影响了，我们的b价通货膨胀是最高的[二哈],25-10-13,来自安徽
post_id,one_comment_id,author,content,time,ip
1,5,"何天恩
",正解[话筒],25-10-13,来自浙江
post_id,one_comment_id,author,content,time,ip
3,1,"何天恩
",[话筒],25-10-13,来自浙江
post_id,one_comment_id,author,content,time,ip
3,1,汐雪瑰,假的是电动鱼玩偶[哈哈],25-10-12,来自广东
3,1,四处游荡的Lily,[允悲],25-10-12,来自北京
post_id,one_comment_id,author,content,time,ip
4,2,不正常狗子领养中心,你给他们安排一个家园呗,25-10-12,来自四川
4,2,西瓜红小团子47,,25-10-12,来自江苏
post_id,one_comment_id,author,content,time,ip
4,1,"日本沙雕日常
",确实，猫奴的日常总是被猫主子掌控，想挣扎时已经晚了[doge],25-10-11,来自AI后厂村
post_id,one_comment_id,author,content,time,ip
3,1,"BunnyLike
",长了一副“你打我撒”的脸[doge],25-10-13,来自北京
post_id,one_comment_id,author,content,time,ip
1,16,winter6126,低价低质，制造垃圾商品，搞乱市场，罪在千秋万代。,25-10-12,来自广东
post_id,one_comment_id,author,content,time,ip
9,1,"bOssbObb
",梁无咎转世？[二哈],25-10-13,来自上海
9,1,"梨花数枝春带雨
",唉，只能靠预感了[偷笑],25-10-13,来自湖北
9,1,"璃月小天才
",可惜它的特总是出了名的taco[doge],25-10-13,来自广东
9,1,"呆蛙訓練大師
",看头像就知道是啥玩意了[允悲],25-10-12,来自湖北
9,1,"煮虾老祖
",赛博空间就喊特总了，线下得喊爹了，不得不佩服牢美的远洋养殖能力实在是强[偷笑],25-10-12,来自福建
post_id,one_comment_id,author,content,time,ip
1,11,求公约数滴,,25-10-11,来自浙江
1,11,LFF正传,,25-10-11,来自北京
1,11,求公约数滴,什么情况能让你产生这种理解？,25-10-11,来自浙江
post_id,one_comment_id,author,content,time,ip
9,1,两面包夹芝士004,腰损伤,25-10-12,来自黑龙江
9,1,"属七降九迪希雅
",,25-10-12,来自广西
9,1,"有电-脑
",不着火一般问题不大，航空事故最致命的还是燃油着火,25-10-12,来自北京
9,1,"天天魔剑_160
",,25-10-12,来自北京
9,1,"我先7为敬
",我看了下新闻，5个送医院了，摔得那么狠，够喝一壶了,25-10-12,来自加拿大
post_id,one_comment_id,author,content,time,ip
2,1,"何天恩
",[话筒],25-10-12,来自浙江
post_id,one_comment_id,author,content,time,ip
5,1,"春夏秋冬一年过完
",,25-10-13,来自浙江
5,1,"哲理大师2018
",,25-10-12,来自湖南
5,1,用户5412396517,,25-10-12,来自江苏
5,1,"春夏秋冬一年过完
",,25-10-12,来自浙江
5,1,"嗦嗦jio
",玩偶姐姐做空翻身了,25-10-12,来自广西
post_id,one_comment_id,author,content,time,ip
1,1,"月落揽星
",ko-bee[doge],25-10-12,来自云南
1,1,"晚来天欲雪可饮一杯无233
",,25-10-12,来自浙江
post_id,one_comment_id,author,content,time,ip
2,5,"何天恩
",[话筒],25-10-12,来自浙江
post_id,one_comment_id,author,content,time,ip
2,9,"何天恩
",[话筒],25-10-12,来自浙江
post_id,one_comment_id,author,content,time,ip
1,13,"用户5883940462
",学老美h1b签证收费法呗，每年收一次，出进国境每次都收（折腾人方面欧美是好老师）[doge],25-10-14,来自北京
1,13,努力的书虫子,同一艘船，符合一个条件或N个条件 都只是收一次？,25-10-14,来自广东
post_id,one_comment_id,author,content,time,ip
5,1,"日本沙雕日常
",河豚确实可爱，不过这里主要是展示石狮子的不同创意，挺有幽默感的。,25-10-14,来自AI后厂村
post_id,one_comment_id,author,content,time,ip
3,2,"何天恩
",菜,25-10-14,来自浙江
post_id,one_comment_id,author,content,time,ip
1,1,MoMo没情商,,25-10-13,来自上海
1,1,"美丽坚的风景线
",[吃瓜],25-10-13,来自广西
1,1,MoMo没情商,新加坡成印度人为主体国家也好，正好做个印度人到底能不能把发达国家折腾坏的实验,25-10-13,来自上海
1,1,"八菊二派
",那个中国人看着他干嘛，背对着他,25-10-13,来自上海
post_id,one_comment_id,author,content,time,ip
3,1,"古典奥派主义者
",对,25-10-14,来自天津
post_id,one_comment_id,author,content,time,ip
5,14,宁负天下不负你的围脖世界,燃烧不充分呗,25-10-14,来自江苏
post_id,one_comment_id,author,content,time,ip
2,5,"我是尼阿霸
",就20 人,25-10-13,来自浙江
post_id,one_comment_id,author,content,time,ip
3,6,"某非洲酋长2
",进次郎当议员开始就一直是混农林的不过想想连稻田朋美都能当防卫大臣，进次郎上去当个花瓶也不是不行[无聊],25-10-14,来自日本
post_id,one_comment_id,author,content,time,ip
2,1,,,,
post_id,one_comment_id,author,content,time,ip
5,2,崇德流殇,我也想说这句,25-10-13,来自重庆
post_id,one_comment_id,author,content,time,ip
5,11,ShadyCatcat,卧槽[哆啦A梦吃惊],25-10-13,来自上海
post_id,one_comment_id,author,content,time,ip
3,3,"爱吃苹果2000
",你去看他们发的一些东西，基本上就是一些神神叨叨的内容，感觉这群人精神上都有问题，不正常,25-10-14,来自浙江
post_id,one_comment_id,author,content,time,ip
1,2,D-Flower201609,填鸭喂你试试[二哈],25-10-13,来自福建
post_id,one_comment_id,author,content,time,ip
3,16,,,,
3,16,,[doge],,
post_id,one_comment_id,author,content,time,ip
2,15,超级九大簋,演讲的应该是中国人,25-10-13,来自广东
2,15,闹铃快跑,他们说他们祖宗是中国人[doge],25-10-13,来自四川
2,15,"不是不可以吃香菜
",他们在讨论大国崛起和小民幸福的关系,25-10-13,来自西藏
post_id,one_comment_id,author,content,time,ip
3,5,瘦子韭菜,普帝，埃大汗，莫大神，阿拉伯一堆强人，不靠谱在这些人面前就是个卡拉米，即使有强大的国家实力做后盾,25-10-13,来自北京
post_id,one_comment_id,author,content,time,ip
5,1,刘小朴,胡说八道，日本野蛮采精，弄死了好几只大熊猫，鬼子最坏,25-10-12,来自福建
5,1,吃兔子的菜头,暗搓搓的搞呢，和歌山的中国地图少了西藏台湾，而且跟棒子一样当宠物养，上野的几只都螨虫眼了[哼],25-10-12,来自福建
5,1,黎明的曙光静悄悄,扯淡，日本最爱用熊猫分裂中国，鬼扯中国”侵略”西藏抢夺熊猫，所以中国邪恶，然后在中国网上搞日本多么爱中国文化，日本是理性客观的认知战给中国人洗脑[泪],25-10-12,来自山西
5,1,"梧桐wtvn
",谁也不给才是对的，别折腾🐼了,25-10-12,来自山东
post_id,one_comment_id,author,content,time,ip
6,1,"兰州新城事
",🎉感谢干货分享～新的一周从兰州新城事开启，元气满满冲呀！😊,25-10-13,来自四川
post_id,one_comment_id,author,content,time,ip
1,17,"用户6350702481
",,25-10-13,来自福建
1,17,"用户6350702481
",据说整家族男丁被团灭了，锄奸的哈马斯也死了不少。。。。[允悲],25-10-13,来自福建
1,17,"波谷秋月
",这是以的传统，包括哈马斯，最早也是以色列扶持众多对抗巴解的组织之一，你去回看历史，以色列是哈马斯最大的金主，每次bibi有难，就有巴以冲突或者矛盾，哈马斯打火箭弹，bibi安全下垒。辛瓦尔放回去当上哈马斯二把手，背后就有以色列的支持，辛瓦尔以色列的模范听话犯人，合格代理人(以军视角),25-10-13,来自浙江
post_id,one_comment_id,author,content,time,ip
1,13,"fk糖三角
",又不是被以色列打死的，哈马斯崛起后加沙其他派别就少了现在以色列暴击了哈马斯别的派别能出来了,25-10-13,来自广西
1,13,成熟苹果爱种植,,25-10-14,来自湖南
post_id,one_comment_id,author,content,time,ip
4,1,,,,
post_id,one_comment_id,author,content,time,ip
2,4,"实在是妙
",,25-10-13,来自天津
2,4,"心瑜16
",损公肥私，还能被理解为正常，美国人民还是太宽容了,25-10-13,来自广西
post_id,one_comment_id,author,content,time,ip
4,10,"海蓝--2023
",还在,25-10-13,来自广东
post_id,one_comment_id,author,content,time,ip
3,6,"我就试试能不能
",车臣黑寡妇[衰],25-10-11,来自天津
3,6,"西域戌尉
",这些货不敢在新疆穿戴极端宗教服饰,25-10-11,来自新疆
post_id,one_comment_id,author,content,time,ip
2,5,"何天恩
",[话筒],25-10-13,来自浙江
post_id,one_comment_id,author,content,time,ip
5,10,"对拉螺杆在江湖
",我们也不想和他沟通,25-10-13,来自四川
post_id,one_comment_id,author,content,time,ip
2,5,巴拉巴拉ku,,25-10-13,来自福建
2,5,8005434238_716,哟，黄哈聚集地。看我签名[笑而不语],25-10-13,来自北京
2,5,"亚历山大伊波克雷什金
",菜纳有那本事么你看看打那么久 都撸平了  有伤到哈马斯多少主力[笑cry],25-10-13,来自云南
2,5,007沧海一粟008,这个不是问题啊，应该问以纳怎么打？,25-10-13,来自北京
2,5,"无心简影
",昨天已经这么说了,25-10-13,来自重庆
2,5,用户7914238929,大概率.,25-10-13,来自江苏
post_id,one_comment_id,author,content,time,ip
3,5,"何天恩
",好主意[二哈],25-10-13,来自浙江
post_id,one_comment_id,author,content,time,ip
1,3,"日本沙雕日常
",狗子站在鹿雕塑上还真挺会玩，确实有点八嘎风范。[doge],25-10-11,来自AI后厂村
post_id,one_comment_id,author,content,time,ip
2,8,you-ren,真的假的？之前去日本还真没见过阿三服务员，下次去一定见识见识起起哄,25-10-13,来自上海
2,8,一只剥了皮的椰子,,25-10-13,来自浙江
post_id,one_comment_id,author,content,time,ip
3,12,"琳小卡卡
",尾桨失效,25-10-12,来自上海
post_id,one_comment_id,author,content,time,ip
1,11,"到处乱创的憨憨苏
",就是，消灭犹太恐怖分子,25-10-13,来自广东
post_id,one_comment_id,author,content,time,ip
1,8,"卉青兒
",抵制k签[怒],25-10-11,来自江苏
post_id,one_comment_id,author,content,time,ip
3,3,谦虚的外星哥3,,25-10-14,来自广东
3,3,"用户有什么用
",,25-10-13,来自湖北
3,3,谦虚的外星哥3,别人都是鹰啊熊啊作为象征，为什么你们要自称兔子？虎啊龙啊哪怕象也好嘛，兔子是什么东东，胆小懦弱敏感，一个个还天天自称兔子，不知道你们脑袋咋想的。,25-10-13,来自广东
post_id,one_comment_id,author,content,time,ip
5,5,"何天恩
",[柯基],25-10-12,来自浙江
post_id,one_comment_id,author,content,time,ip
5,2,盛善心儿711,给力[期待],25-10-13,来自黑龙江
post_id,one_comment_id,author,content,time,ip
4,17,,,,
post_id,one_comment_id,author,content,time,ip
6,2,"Alice迷失仙境
",[跪了],25-10-13,来自天津
6,2,LIAN_FI,,25-10-13,来自广东
6,2,"Alice迷失仙境
",但是确实满足不了有些团体的粉丝体量需求，我也最喜欢kspo，但哪怕歌手连着开五场，如果不限制每个人的整体观看场次，粉丝群体庞大的歌手在这种场地开只会给黄牛拼命加价的机会，虽然大场地一样被黄牛攻陷，就挺无解的[跪了],25-10-13,来自天津
post_id,one_comment_id,author,content,time,ip
1,18,属于是运河,他们选择性忽视，不想我们有道德高地 。削弱我们的热度和话语权。,25-10-13,来自重庆
post_id,one_comment_id,author,content,time,ip
4,9,"JosephineNovaSeres玉素奴香
",纬国他肾不好。[doge],25-10-12,来自内蒙古
4,9,"运筹帷幄胡广生
",图片评论 查看图片,25-10-12,来自贵州
post_id,one_comment_id,author,content,time,ip
7,5,"义乌网事
",忽然感觉特朗普梦想挺多的[允悲],25-10-12,来自浙江
post_id,one_comment_id,author,content,time,ip
1,3,"阿oyzwhn
",,25-10-12,来自广东
1,3,"何天恩
",[吃瓜],25-10-12,来自浙江
post_id,one_comment_id,author,content,time,ip
1,5,"夏目真凉
",印度人都跑马达加斯加了？这群蛆[吐],25-10-13,来自内蒙古
post_id,one_comment_id,author,content,time,ip
5,9,用户7970746436,没有撕破脸，都是拉拢的对象。,25-10-14,来自江苏
